property_code,be_department_slug,be_department,be_section,dept_code,account,account_name,pl_line,section,original_class,pct_variable,map_source,excluded_from_be,source_rows
OJO,rooms,Rooms,PAYROLL,0110,6026,Notice and Severance Pay,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6026
OJO,rooms,Rooms,PAYROLL,0110,6027,Incentive Bonus,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6027
OJO,rooms,Rooms,PAYROLL,0110,6028,Housing,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6028
OJO,rooms,Rooms,PAYROLL,0110,6029,Employee Transportation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6029
OJO,rooms,Rooms,PAYROLL,0110,6030,Employee Benefit Others,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6030
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7065,Cleaning Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7065
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7070,Cluster Services,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7070
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7080,Commissions,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7080
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7085,Commissions and Fees—Group,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7085
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7090,Complimentary Food and Beverage,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7090
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7095,Complimentary In-Room/Media Entertainment,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7095
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7100,Complimentary Services and Gifts,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7100
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7105,Contract Services,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7105
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7110,Corporate Office Reimbursables,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7110
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7125,Decorations,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7125
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7150,Dues and Subscriptions,OPEX_ROOMS,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL rooms/7150
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7175,Entertainment—In-House,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7175
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7185,Equipment Rental,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7185
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7245,Guest Relocation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7245
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7250,Guest Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7250
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7255,Guest Transportation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7255
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7310,Laundry and Dry Cleaning,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7310
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7335,Licenses and Permits,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7335
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7350,Linen,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7350
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7380,Miscellaneous,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7380
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7400,Operating Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7400
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7485,Postage and Overnight Delivery Charges,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7485
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7490,Printing and Stationery,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7490
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7525,Reservations,OPEX_ROOMS,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL rooms/7525
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7530,Royalty Fees,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7530
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7665,Training,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7665
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7670,Travel—Meals and Entertainment,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7670
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7675,Travel—Other,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7675
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7680,Uniform Costs,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7680
OJO,rooms,Rooms,OPERATING EXPENSES,0110,7685,Uniform Laundry,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7685
OJO,rooms,Rooms,PAYROLL,0115,6000,Salary and Wages,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6000
OJO,rooms,Rooms,PAYROLL,0115,6001,Overtime,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6001
OJO,rooms,Rooms,PAYROLL,0115,6002,Day Off,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6002
OJO,rooms,Rooms,PAYROLL,0115,6003,Working Holiday,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6003
OJO,rooms,Rooms,PAYROLL,0115,6004,Disabilities,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,mismo depto/PAYROLL
OJO,rooms,Rooms,PAYROLL,0115,6010,Commissions,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6010
OJO,rooms,Rooms,PAYROLL,0115,6020,Social Security,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6020
OJO,rooms,Rooms,PAYROLL,0115,6021,Christmas bonus,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6021
OJO,rooms,Rooms,PAYROLL,0115,6022,Work Risk Policy,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6022
OJO,rooms,Rooms,PAYROLL,0115,6023,Vacations Accrual,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6023
OJO,rooms,Rooms,PAYROLL,0115,6024,Vacations Taken,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6024
OJO,rooms,Rooms,PAYROLL,0115,6025,Cafeteria,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6025
OJO,rooms,Rooms,PAYROLL,0115,6026,Notice and Severance Pay,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6026
OJO,rooms,Rooms,PAYROLL,0115,6027,Incentive Bonus,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6027
OJO,rooms,Rooms,PAYROLL,0115,6028,Housing,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6028
OJO,rooms,Rooms,PAYROLL,0115,6029,Employee Transportation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6029
OJO,rooms,Rooms,PAYROLL,0115,6030,Employee Benefit Others,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6030
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7065,Cleaning Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7065
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7070,Cluster Services,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7070
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7080,Commissions,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7080
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7085,Commissions and Fees—Group,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7085
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7090,Complimentary Food and Beverage,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7090
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7095,Complimentary In-Room/Media Entertainment,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7095
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7100,Complimentary Services and Gifts,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7100
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7105,Contract Services,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7105
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7110,Corporate Office Reimbursables,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7110
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7125,Decorations,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7125
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7150,Dues and Subscriptions,OPEX_ROOMS,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL rooms/7150
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7175,Entertainment—In-House,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7175
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7185,Equipment Rental,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7185
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7245,Guest Relocation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7245
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7250,Guest Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7250
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7255,Guest Transportation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7255
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7310,Laundry and Dry Cleaning,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7310
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7335,Licenses and Permits,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7335
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7350,Linen,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7350
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7380,Miscellaneous,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7380
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7400,Operating Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7400
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7485,Postage and Overnight Delivery Charges,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7485
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7490,Printing and Stationery,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7490
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7525,Reservations,OPEX_ROOMS,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL rooms/7525
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7530,Royalty Fees,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7530
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7665,Training,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7665
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7670,Travel—Meals and Entertainment,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7670
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7675,Travel—Other,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7675
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7680,Uniform Costs,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7680
OJO,rooms,Rooms,OPERATING EXPENSES,0115,7685,Uniform Laundry,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7685
OJO,rooms,Rooms,PAYROLL,0116,6000,Salary and Wages,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6000
OJO,rooms,Rooms,PAYROLL,0116,6001,Overtime,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6001
OJO,rooms,Rooms,PAYROLL,0116,6002,Day Off,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6002
OJO,rooms,Rooms,PAYROLL,0116,6003,Working Holiday,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6003
OJO,rooms,Rooms,PAYROLL,0116,6004,Disabilities,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,mismo depto/PAYROLL
OJO,rooms,Rooms,PAYROLL,0116,6010,Commissions,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6010
OJO,rooms,Rooms,PAYROLL,0116,6020,Social Security,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6020
OJO,rooms,Rooms,PAYROLL,0116,6021,Christmas bonus,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6021
OJO,rooms,Rooms,PAYROLL,0116,6022,Work Risk Policy,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6022
OJO,rooms,Rooms,PAYROLL,0116,6023,Vacations Accrual,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6023
OJO,rooms,Rooms,PAYROLL,0116,6024,Vacations Taken,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6024
OJO,rooms,Rooms,PAYROLL,0116,6025,Cafeteria,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6025
OJO,rooms,Rooms,PAYROLL,0116,6026,Notice and Severance Pay,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6026
OJO,rooms,Rooms,PAYROLL,0116,6027,Incentive Bonus,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6027
OJO,rooms,Rooms,PAYROLL,0116,6028,Housing,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6028
OJO,rooms,Rooms,PAYROLL,0116,6029,Employee Transportation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6029
OJO,rooms,Rooms,PAYROLL,0116,6030,Employee Benefit Others,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/6030
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7065,Cleaning Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7065
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7070,Cluster Services,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7070
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7080,Commissions,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7080
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7085,Commissions and Fees—Group,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7085
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7090,Complimentary Food and Beverage,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7090
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7095,Complimentary In-Room/Media Entertainment,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7095
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7100,Complimentary Services and Gifts,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7100
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7105,Contract Services,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7105
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7110,Corporate Office Reimbursables,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7110
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7125,Decorations,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7125
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7150,Dues and Subscriptions,OPEX_ROOMS,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL rooms/7150
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7175,Entertainment—In-House,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7175
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7185,Equipment Rental,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7185
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7245,Guest Relocation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7245
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7250,Guest Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7250
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7255,Guest Transportation,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7255
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7310,Laundry and Dry Cleaning,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7310
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7335,Licenses and Permits,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7335
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7350,Linen,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7350
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7380,Miscellaneous,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7380
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7400,Operating Supplies,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7400
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7485,Postage and Overnight Delivery Charges,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7485
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7490,Printing and Stationery,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7490
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7525,Reservations,OPEX_ROOMS,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL rooms/7525
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7530,Royalty Fees,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7530
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7665,Training,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7665
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7670,Travel—Meals and Entertainment,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7670
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7675,Travel—Other,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7675
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7680,Uniform Costs,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7680
OJO,rooms,Rooms,OPERATING EXPENSES,0116,7685,Uniform Laundry,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL rooms/7685
OJO,spa,Spa,PAYROLL,0140,6000,Salary and Wages,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6000
OJO,spa,Spa,PAYROLL,0140,6001,Overtime,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6001
OJO,spa,Spa,PAYROLL,0140,6002,Day Off,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6002
OJO,spa,Spa,PAYROLL,0140,6003,Working Holiday,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6003
OJO,spa,Spa,PAYROLL,0140,6004,Disabilities,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,ANALOGIA,false,mismo depto/PAYROLL
OJO,spa,Spa,PAYROLL,0140,6010,Commissions,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6010
OJO,spa,Spa,PAYROLL,0140,6020,Social Security,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6020
OJO,spa,Spa,PAYROLL,0140,6021,Christmas bonus,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6021
OJO,spa,Spa,PAYROLL,0140,6022,Work Risk Policy,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6022
OJO,spa,Spa,PAYROLL,0140,6023,Vacations Accrual,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6023
OJO,spa,Spa,PAYROLL,0140,6024,Vacations Taken,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6024
OJO,spa,Spa,PAYROLL,0140,6025,Cafeteria,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6025
OJO,spa,Spa,PAYROLL,0140,6026,Notice and Severance Pay,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6026
OJO,spa,Spa,PAYROLL,0140,6027,Incentive Bonus,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6027
OJO,spa,Spa,PAYROLL,0140,6028,Housing,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6028
OJO,spa,Spa,PAYROLL,0140,6029,Employee Transportation,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6029
OJO,spa,Spa,PAYROLL,0140,6030,Employee Benefit Others,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL spa/6030
OJO,spa,Spa,OPERATING EXPENSES,0140,7005,Ambience,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL spa/7005
OJO,spa,Spa,OPERATING EXPENSES,0140,7010,Athletic Supplies,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL spa/7010
OJO,spa,Spa,OPERATING EXPENSES,0140,7065,Cleaning Supplies,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL spa/7065
OJO,spa,Spa,OPERATING EXPENSES,0140,7070,Cluster Services,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL spa/7070
OJO,spa,Spa,OPERATING EXPENSES,0140,7080,Commissions,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,mismo depto/OPERATING EXPENSES
OJO,spa,Spa,OPERATING EXPENSES,0140,7085,Commissions and Fees—Group,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,mismo depto/OPERATING EXPENSES
OJO,spa,Spa,OPERATING EXPENSES,0140,7090,Complimentary Food and Beverage,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,mismo depto/OPERATING EXPENSES
